sales,order_date,product,customer,country,region,employee,category,weekday,month,quarter,semester
33.82,2003-10-20,Women's Sandals,Ultra Tech,USA,América,Laura Adams,Footwear,Monday,October,Q4,2nd sem.
625.19,2003-10-20,Drone with Camera,Reboot IT,Brazil,América,Joseph Taylor,Electronics,Monday,October,Q4,2nd sem.
451.42,2003-10-20,Dumbbell Set,Future Gadgets,Kenya,África,Michael Davis,Fitness Equipment,Monday,October,Q4,2nd sem.
529.33,2003-10-20,Leather Office Chair,Pioneer Tech,France,Europa,William Wilson,Office Furniture,Monday,October,Q4,2nd sem.
811,2003-10-20,USB Keyboard,NextGen Innovators,Italy,Europa,Robert Johnson,Computer Accessories,Monday,October,Q4,2nd sem.
937.54,2003-10-20,Monitor 4K,Innovate Unlimited,Kenya,África,Michael Davis,Monitors,Monday,October,Q4,2nd sem.
281.71,2003-10-20,Fitness Tracker,Reboot IT,Nigeria,África,Linda Miller,Wearables,Monday,October,Q4,2nd sem.
298.39,2003-10-20,LED Desk Lamp,NextGen Innovators,Italy,Europa,John Smith,Lighting,Monday,October,Q4,2nd sem.
111.02,2003-10-20,Air Purifier,Global Corp,Japan,Asia,Joseph Taylor,Home Appliances,Monday,October,Q4,2nd sem.
807.22,2003-10-20,Wall Art,Innovate Unlimited,South Africa,África,Linda Miller,Home Decor,Monday,October,Q4,2nd sem.
556.11,2003-10-20,Men's Sneakers,NextGen Innovators,Germany,Europa,William Wilson,Footwear,Monday,October,Q4,2nd sem.
302.38,2003-10-20,Sculpture,Ultra Tech,South Africa,África,Linda Miller,Art,Monday,October,Q4,2nd sem.
291.44,2003-10-20,Smart Watch,Reboot IT,Egypt,África,John Smith,Wearables,Monday,October,Q4,2nd sem.
517.48,2003-10-20,Ergonomic Desk,Ultra Tech,Nigeria,África,Joseph Taylor,Office Furniture,Monday,October,Q4,2nd sem.
806.32,2003-10-20,Gaming Console,Infinity Solutions,USA,América,John Smith,Video Games,Monday,October,Q4,2nd sem.
837.93,2003-10-20,Smartphone Alpha,Ultra Tech,Italy,Europa,Laura Adams,Mobile Devices,Monday,October,Q4,2nd sem.
549.64,2003-10-20,Biography Book,Pinnacle Tech,Japan,Asia,Laura Adams,Books,Monday,October,Q4,2nd sem.
332.38,2003-10-21,Wall Art,SysTech Ltd.,South Korea,Asia,John Smith,Home Decor,Tuesday,October,Q4,2nd sem.
588.81,2003-10-21,Espresso Machine,Pioneer Tech,Brazil,América,Laura Adams,Kitchen Appliances,Tuesday,October,Q4,2nd sem.
430.82,2003-10-22,Desktop Alpha,Infinity Solutions,Mexico,América,Sarah Moore,Computers,Wednesday,October,Q4,2nd sem.
788.47,2003-10-22,Monitor HD,Reboot IT,Canada,América,Joseph Taylor,Monitors,Wednesday,October,Q4,2nd sem.
47.4,2003-10-23,LED Desk Lamp,Innovate Unlimited,South Africa,África,William Wilson,Lighting,Thursday,October,Q4,2nd sem.
550.81,2003-10-23,Fitness Tracker,Reboot IT,Kenya,África,Laura Adams,Wearables,Thursday,October,Q4,2nd sem.
751.31,2003-10-23,Electric Guitar,Global Corp,Canada,América,John Smith,Musical Instruments,Thursday,October,Q4,2nd sem.
609.46,2003-10-23,Dumbbell Set,Future Gadgets,Brazil,América,Robert Johnson,Fitness Equipment,Thursday,October,Q4,2nd sem.
106.95,2003-10-24,Smart Watch,Reboot IT,Nigeria,África,John Smith,Wearables,Friday,October,Q4,2nd sem.
220.73,2003-10-24,Electric Guitar,Elite Tech,Egypt,África,Sandra Anderson,Musical Instruments,Friday,October,Q4,2nd sem.
919.1,2003-10-24,Sunglasses,Pinnacle Tech,Kenya,África,William Wilson,Fashion Accessories,Friday,October,Q4,2nd sem.
182.83,2003-10-24,Monitor HD,Pioneer Tech,South Africa,África,Robert Johnson,Monitors,Friday,October,Q4,2nd sem.
976.65,2003-10-24,Wireless Mouse,Tech Trends,Egypt,África,William Wilson,Computer Accessories,Friday,October,Q4,2nd sem.
234.61,2003-10-24,Cat Litter Box,SysTech Ltd.,France,Europa,John Smith,Pet Supplies,Friday,October,Q4,2nd sem.
393.1,2003-10-24,Hiking Boots,Pinnacle Tech,China,Asia,John Smith,Outdoor Gear,Friday,October,Q4,2nd sem.
143.87,2003-10-24,Smartphone Beta,Future Gadgets,France,Europa,Joseph Taylor,Mobile Devices,Friday,October,Q4,2nd sem.
922.03,2003-10-25,Desktop Alpha,Gadget Galaxy,Nigeria,África,Sandra Anderson,Computers,Saturday,October,Q4,2nd sem.
670.1,2003-10-25,Electric Guitar,Gadget Galaxy,South Korea,Asia,John Smith,Musical Instruments,Saturday,October,Q4,2nd sem.
626.54,2003-10-25,Smartphone Alpha,Reboot IT,Mexico,América,Linda Miller,Mobile Devices,Saturday,October,Q4,2nd sem.
464.63,2003-10-25,Gaming Console,Gadget Galaxy,Mexico,América,Sarah Moore,Video Games,Saturday,October,Q4,2nd sem.
514.67,2003-10-26,Smartphone Beta,Nebula Innovations,France,Europa,Michael Davis,Mobile Devices,Sunday,October,Q4,2nd sem.
621.22,2003-10-26,Science Fiction Novel,SysTech Ltd.,Canada,América,Sarah Moore,Books,Sunday,October,Q4,2nd sem.
966.87,2003-10-26,External Hard Drive,Future Gadgets,France,Europa,Sandra Anderson,Storage Devices,Sunday,October,Q4,2nd sem.
588.63,2003-10-26,Biography Book,Reboot IT,Egypt,África,Linda Miller,Books,Sunday,October,Q4,2nd sem.
798.45,2003-10-26,Acoustic Piano,Gadget Galaxy,Egypt,África,Laura Adams,Musical Instruments,Sunday,October,Q4,2nd sem.
435.33,2003-10-26,Acoustic Piano,Nebula Innovations,Kenya,África,Laura Adams,Musical Instruments,Sunday,October,Q4,2nd sem.
324.48,2003-10-26,Men's Sneakers,Innovate Unlimited,Spain,Europa,Linda Miller,Footwear,Sunday,October,Q4,2nd sem.
834.7,2003-10-26,Women's Sandals,Tech Pioneers,Egypt,África,Joseph Taylor,Footwear,Sunday,October,Q4,2nd sem.
945.03,2003-10-26,Noise Cancelling Headphones,Innovate Unlimited,Mexico,América,Sandra Anderson,Audio Equipment,Sunday,October,Q4,2nd sem.
802.82,2003-10-27,LED Desk Lamp,SysTech Ltd.,USA,América,William Wilson,Lighting,Monday,October,Q4,2nd sem.
59.53,2003-10-27,Gaming Console,Infinity Solutions,Nigeria,África,Linda Miller,Video Games,Monday,October,Q4,2nd sem.
427.6,2003-10-27,Pet Bed,NextGen Innovators,Italy,Europa,Joseph Taylor,Pet Supplies,Monday,October,Q4,2nd sem.
897.18,2003-10-27,USB Keyboard,Gadget Galaxy,Mexico,América,Sandra Anderson,Computer Accessories,Monday,October,Q4,2nd sem.
803.9,2003-10-27,Notebook Basic,Nebula Innovations,Italy,Europa,William Wilson,Computers,Monday,October,Q4,2nd sem.
882.43,2003-10-27,USB Keyboard,Gadget Galaxy,South Africa,África,Joseph Taylor,Computer Accessories,Monday,October,Q4,2nd sem.
977.76,2003-10-27,Desktop Alpha,Global Corp,South Korea,Asia,Michael Davis,Computers,Monday,October,Q4,2nd sem.
611.5,2003-10-27,Smartphone Beta,Innovate Unlimited,South Korea,Asia,Laura Adams,Mobile Devices,Monday,October,Q4,2nd sem.
923.23,2003-10-27,USB Keyboard,Elite Tech,China,Asia,John Smith,Computer Accessories,Monday,October,Q4,2nd sem.
34.95,2003-10-28,Landscape Painting,Innovate Unlimited,Japan,Asia,John Smith,Art,Tuesday,October,Q4,2nd sem.
96.15,2003-10-29,Wall Art,SysTech Ltd.,Brazil,América,Joseph Taylor,Home Decor,Wednesday,October,Q4,2nd sem.
391.08,2003-10-30,Wristwatch,Innovate Unlimited,China,Asia,Sandra Anderson,Fashion Accessories,Thursday,October,Q4,2nd sem.
652.24,2003-10-30,Women's Sandals,Infinity Solutions,Germany,Europa,Sandra Anderson,Footwear,Thursday,October,Q4,2nd sem.
940.66,2003-10-30,Smart Watch,Ultra Tech,France,Europa,Joseph Taylor,Wearables,Thursday,October,Q4,2nd sem.
132.46,2003-10-30,Gaming Console,Nebula Innovations,USA,América,Sarah Moore,Video Games,Thursday,October,Q4,2nd sem.
191.64,2003-10-30,Sculpture,Tech Trends,South Africa,África,Sarah Moore,Art,Thursday,October,Q4,2nd sem.
758.04,2003-10-30,Tablet Alpha,Pinnacle Tech,South Korea,Asia,John Smith,Mobile Devices,Thursday,October,Q4,2nd sem.
235.64,2003-10-30,Bluetooth Speaker,Gadget Galaxy,Mexico,América,Robert Johnson,Audio Equipment,Thursday,October,Q4,2nd sem.
19.3,2003-10-30,Leather Office Chair,SysTech Ltd.,France,Europa,Sarah Moore,Office Furniture,Thursday,October,Q4,2nd sem.
840,2003-10-30,Video Game Controller,Tech Trends,South Korea,Asia,Sarah Moore,Video Games,Thursday,October,Q4,2nd sem.
641.2,2003-10-30,Tablet Beta,Ultra Tech,India,Asia,Joseph Taylor,Mobile Devices,Thursday,October,Q4,2nd sem.
400.1,2003-10-30,Wireless Mouse,Elite Tech,Japan,Asia,John Smith,Computer Accessories,Thursday,October,Q4,2nd sem.
399.22,2003-10-30,Video Game Controller,Tech Trends,Germany,Europa,Joseph Taylor,Video Games,Thursday,October,Q4,2nd sem.
942.55,2003-10-30,Streaming Media Player,Pinnacle Tech,Italy,Europa,Robert Johnson,Home Electronics,Thursday,October,Q4,2nd sem.
468.34,2003-10-30,Science Fiction Novel,Ultra Tech,South Korea,Asia,Michael Davis,Books,Thursday,October,Q4,2nd sem.
669.26,2003-10-31,Children's Backpack,Tech Pioneers,Germany,Europa,Linda Miller,School Supplies,Friday,October,Q4,2nd sem.
110.94,2003-10-31,Science Fiction Novel,Nebula Innovations,USA,América,William Wilson,Books,Friday,October,Q4,2nd sem.
495.3,2003-11-01,Desktop Beta,Elite Tech,Germany,Europa,Joseph Taylor,Computers,Saturday,November,Q4,2nd sem.
233.59,2003-11-01,Notebook Professional,Pinnacle Tech,Mexico,América,Patricia Brown,Computers,Saturday,November,Q4,2nd sem.
746.99,2003-11-01,Cat Litter Box,Elite Tech,Mexico,América,Laura Adams,Pet Supplies,Saturday,November,Q4,2nd sem.
334.22,2003-11-01,Biography Book,Infinity Solutions,Nigeria,África,Laura Adams,Books,Saturday,November,Q4,2nd sem.
777.21,2003-11-01,Smartphone Beta,Tech Pioneers,India,Asia,Linda Miller,Mobile Devices,Saturday,November,Q4,2nd sem.
78.14,2003-11-01,Desktop Beta,NextGen Innovators,Canada,América,Laura Adams,Computers,Saturday,November,Q4,2nd sem.
436.27,2003-11-01,Virtual Reality Headset,Gadget Galaxy,South Korea,Asia,John Smith,Electronics,Saturday,November,Q4,2nd sem.
579.33,2003-11-01,Biography Book,Nebula Innovations,Spain,Europa,Joseph Taylor,Books,Saturday,November,Q4,2nd sem.
152.34,2003-11-01,Sculpture,Infinity Solutions,South Korea,Asia,Sandra Anderson,Art,Saturday,November,Q4,2nd sem.
534.77,2003-11-01,Yoga Mat,Nebula Innovations,Japan,Asia,Michael Davis,Fitness Equipment,Saturday,November,Q4,2nd sem.
603.13,2003-11-01,Acoustic Piano,Global Corp,Egypt,África,Laura Adams,Musical Instruments,Saturday,November,Q4,2nd sem.
984.23,2003-11-01,LED Desk Lamp,NextGen Innovators,Japan,Asia,Sandra Anderson,Lighting,Saturday,November,Q4,2nd sem.
101.21,2003-11-01,Wall Art,Tech Trends,Kenya,África,Robert Johnson,Home Decor,Saturday,November,Q4,2nd sem.
154.43,2003-11-01,Wristwatch,Pinnacle Tech,Egypt,África,Sandra Anderson,Fashion Accessories,Saturday,November,Q4,2nd sem.
641.52,2003-11-01,Desktop Alpha,Global Corp,Germany,Europa,Sarah Moore,Computers,Saturday,November,Q4,2nd sem.
206.19,2003-11-01,Children's Backpack,NextGen Innovators,Spain,Europa,Linda Miller,School Supplies,Saturday,November,Q4,2nd sem.
672.03,2003-11-01,Yoga Mat,NextGen Innovators,China,Asia,Sarah Moore,Fitness Equipment,Saturday,November,Q4,2nd sem.
943.49,2003-11-02,Wristwatch,Future Gadgets,Egypt,África,Michael Davis,Fashion Accessories,Sunday,November,Q4,2nd sem.
38.29,2003-11-02,Men's Sneakers,Global Corp,Italy,Europa,Linda Miller,Footwear,Sunday,November,Q4,2nd sem.
699.44,2003-11-02,Hiking Boots,NextGen Innovators,Germany,Europa,Sarah Moore,Outdoor Gear,Sunday,November,Q4,2nd sem.
256.62,2003-11-02,Notebook Basic,NextGen Innovators,India,Asia,Patricia Brown,Computers,Sunday,November,Q4,2nd sem.
581.67,2003-11-02,Video Game Controller,NextGen Innovators,Canada,América,Patricia Brown,Video Games,Sunday,November,Q4,2nd sem.
834.88,2003-11-02,Monitor 4K,Gadget Galaxy,Egypt,África,Patricia Brown,Monitors,Sunday,November,Q4,2nd sem.
173.39,2003-11-02,Drone with Camera,Elite Tech,Egypt,África,Joseph Taylor,Electronics,Sunday,November,Q4,2nd sem.
206.44,2003-11-03,Decorative Throw Pillow,Pinnacle Tech,Germany,Europa,John Smith,Home Decor,Monday,November,Q4,2nd sem.
846.57,2003-11-03,Robot Vacuum,Tech Trends,Kenya,África,Laura Adams,Home Appliances,Monday,November,Q4,2nd sem.
221.51,2003-11-03,Children's Backpack,Pioneer Tech,China,Asia,John Smith,School Supplies,Monday,November,Q4,2nd sem.
719.21,2003-11-03,Men's Sneakers,Tech Pioneers,Spain,Europa,Linda Miller,Footwear,Monday,November,Q4,2nd sem.
162.61,2003-11-04,LED Desk Lamp,Future Gadgets,Brazil,América,Michael Davis,Lighting,Tuesday,November,Q4,2nd sem.
788.39,2003-11-04,Gaming Console,Future Gadgets,Kenya,África,Joseph Taylor,Video Games,Tuesday,November,Q4,2nd sem.
775.67,2003-11-04,4K Television,Ultra Tech,Mexico,América,Sandra Anderson,Home Electronics,Tuesday,November,Q4,2nd sem.
285.58,2003-11-04,Stainless Steel Water Bottle,Tech Trends,Kenya,África,Linda Miller,Outdoor Gear,Tuesday,November,Q4,2nd sem.
0.67,2003-11-05,LED Desk Lamp,Pioneer Tech,Nigeria,África,Michael Davis,Lighting,Wednesday,November,Q4,2nd sem.
780.88,2003-11-05,Monitor 4K,Ultra Tech,Spain,Europa,Patricia Brown,Monitors,Wednesday,November,Q4,2nd sem.
795.6,2003-11-05,Camping Tent,Infinity Solutions,South Africa,África,William Wilson,Outdoor Gear,Wednesday,November,Q4,2nd sem.
331.66,2003-11-05,Robot Vacuum,Reboot IT,Mexico,América,Patricia Brown,Home Appliances,Wednesday,November,Q4,2nd sem.
533.35,2003-11-05,Drone with Camera,Infinity Solutions,Canada,América,Laura Adams,Electronics,Wednesday,November,Q4,2nd sem.
169.88,2003-11-05,Children's Backpack,Elite Tech,South Korea,Asia,Linda Miller,School Supplies,Wednesday,November,Q4,2nd sem.
589.98,2003-11-05,Streaming Media Player,Pioneer Tech,China,Asia,Sandra Anderson,Home Electronics,Wednesday,November,Q4,2nd sem.
316.36,2003-11-06,4K Television,Tech Trends,Italy,Europa,Patricia Brown,Home Electronics,Thursday,November,Q4,2nd sem.
777.88,2003-11-06,Robot Vacuum,Global Corp,Spain,Europa,John Smith,Home Appliances,Thursday,November,Q4,2nd sem.
817.26,2003-11-06,Sculpture,Future Gadgets,Mexico,América,Michael Davis,Art,Thursday,November,Q4,2nd sem.
18.05,2003-11-07,Landscape Painting,Infinity Solutions,Italy,Europa,Joseph Taylor,Art,Friday,November,Q4,2nd sem.
731.26,2003-11-08,Smart Watch,Reboot IT,USA,América,Linda Miller,Wearables,Saturday,November,Q4,2nd sem.
156.64,2003-11-08,Biography Book,Infinity Solutions,Brazil,América,Patricia Brown,Books,Saturday,November,Q4,2nd sem.
642.09,2003-11-08,Bluetooth Speaker,Pinnacle Tech,Egypt,África,Sandra Anderson,Audio Equipment,Saturday,November,Q4,2nd sem.
253.64,2003-11-08,Acoustic Piano,Pinnacle Tech,Japan,Asia,Linda Miller,Musical Instruments,Saturday,November,Q4,2nd sem.
325.39,2003-11-08,Wristwatch,Reboot IT,USA,América,Joseph Taylor,Fashion Accessories,Saturday,November,Q4,2nd sem.
31.25,2003-11-08,Espresso Machine,Pinnacle Tech,Japan,Asia,Laura Adams,Kitchen Appliances,Saturday,November,Q4,2nd sem.
438.47,2003-11-08,Biography Book,Pioneer Tech,Mexico,América,John Smith,Books,Saturday,November,Q4,2nd sem.
613.89,2003-11-08,Leather Office Chair,Gadget Galaxy,Nigeria,África,Robert Johnson,Office Furniture,Saturday,November,Q4,2nd sem.
155.34,2003-11-08,Women's Sandals,Pioneer Tech,Canada,América,Joseph Taylor,Footwear,Saturday,November,Q4,2nd sem.
817.77,2003-11-08,Tablet Beta,Elite Tech,Spain,Europa,Michael Davis,Mobile Devices,Saturday,November,Q4,2nd sem.
545.69,2003-11-08,Tablet Alpha,Tech Pioneers,South Africa,África,John Smith,Mobile Devices,Saturday,November,Q4,2nd sem.
164.62,2003-11-09,External Hard Drive,Global Corp,USA,América,Linda Miller,Storage Devices,Sunday,November,Q4,2nd sem.
652.58,2003-11-09,Cat Litter Box,Tech Trends,India,Asia,Sandra Anderson,Pet Supplies,Sunday,November,Q4,2nd sem.
244.04,2003-11-10,Wristwatch,Innovate Unlimited,Spain,Europa,Patricia Brown,Fashion Accessories,Monday,November,Q4,2nd sem.
357.95,2003-11-10,Leather Office Chair,Gadget Galaxy,Germany,Europa,Linda Miller,Office Furniture,Monday,November,Q4,2nd sem.
705.54,2003-11-10,Cat Litter Box,Infinity Solutions,India,Asia,Robert Johnson,Pet Supplies,Monday,November,Q4,2nd sem.
19.1,2003-11-11,Monitor HD,SysTech Ltd.,Germany,Europa,Sarah Moore,Monitors,Tuesday,November,Q4,2nd sem.
958.71,2003-11-12,Noise Cancelling Headphones,Reboot IT,Egypt,África,Michael Davis,Audio Equipment,Wednesday,November,Q4,2nd sem.
35.72,2003-11-12,Ergonomic Desk,Infinity Solutions,Mexico,América,Michael Davis,Office Furniture,Wednesday,November,Q4,2nd sem.
574.5,2003-11-12,Desktop Alpha,Tech Trends,Brazil,América,John Smith,Computers,Wednesday,November,Q4,2nd sem.
440.17,2003-11-12,Robot Vacuum,Tech Pioneers,Kenya,África,Linda Miller,Home Appliances,Wednesday,November,Q4,2nd sem.
886.17,2003-11-12,Noise Cancelling Headphones,Infinity Solutions,India,Asia,Michael Davis,Audio Equipment,Wednesday,November,Q4,2nd sem.
665.22,2003-11-12,Women's Sandals,Gadget Galaxy,France,Europa,Linda Miller,Footwear,Wednesday,November,Q4,2nd sem.
300.52,2003-11-12,Notebook Basic,Nebula Innovations,Germany,Europa,Robert Johnson,Computers,Wednesday,November,Q4,2nd sem.
957.58,2003-11-12,Desktop Beta,Pioneer Tech,Brazil,América,Patricia Brown,Computers,Wednesday,November,Q4,2nd sem.
954.99,2003-11-12,Solid State Drive,NextGen Innovators,India,Asia,John Smith,Storage Devices,Wednesday,November,Q4,2nd sem.
832.53,2003-11-13,Dumbbell Set,Pioneer Tech,France,Europa,Patricia Brown,Fitness Equipment,Thursday,November,Q4,2nd sem.
5.03,2003-11-13,Microwave Oven,Reboot IT,Kenya,África,Michael Davis,Kitchen Appliances,Thursday,November,Q4,2nd sem.
764.12,2003-11-13,Smartphone Beta,SysTech Ltd.,Japan,Asia,John Smith,Mobile Devices,Thursday,November,Q4,2nd sem.
345.86,2003-11-14,External Hard Drive,Tech Trends,South Korea,Asia,Joseph Taylor,Storage Devices,Friday,November,Q4,2nd sem.
181.33,2003-11-14,Hiking Boots,Future Gadgets,France,Europa,Laura Adams,Outdoor Gear,Friday,November,Q4,2nd sem.
337.32,2003-11-14,Noise Cancelling Headphones,Global Corp,France,Europa,Laura Adams,Audio Equipment,Friday,November,Q4,2nd sem.
206.09,2003-11-14,Stainless Steel Water Bottle,Pioneer Tech,Nigeria,África,Linda Miller,Outdoor Gear,Friday,November,Q4,2nd sem.
971.78,2003-11-14,Smartphone Beta,Tech Trends,Nigeria,África,Patricia Brown,Mobile Devices,Friday,November,Q4,2nd sem.
8.17,2003-11-14,Smartphone Beta,Reboot IT,Japan,Asia,Patricia Brown,Mobile Devices,Friday,November,Q4,2nd sem.
270.32,2003-11-14,Leather Office Chair,Gadget Galaxy,Egypt,África,William Wilson,Office Furniture,Friday,November,Q4,2nd sem.
669.69,2003-11-14,Cat Litter Box,Innovate Unlimited,China,Asia,Robert Johnson,Pet Supplies,Friday,November,Q4,2nd sem.
947.6,2003-11-14,Acoustic Piano,Ultra Tech,Mexico,América,Michael Davis,Musical Instruments,Friday,November,Q4,2nd sem.
597.54,2003-11-14,Air Purifier,Pinnacle Tech,Spain,Europa,Robert Johnson,Home Appliances,Friday,November,Q4,2nd sem.
197.98,2003-11-14,Bluetooth Speaker,Pinnacle Tech,Kenya,África,Sarah Moore,Audio Equipment,Friday,November,Q4,2nd sem.
987.85,2003-11-14,Landscape Painting,Innovate Unlimited,South Korea,Asia,William Wilson,Art,Friday,November,Q4,2nd sem.
334.58,2003-11-15,Hiking Boots,Tech Pioneers,India,Asia,Michael Davis,Outdoor Gear,Saturday,November,Q4,2nd sem.
490.11,2003-11-15,Pet Bed,Elite Tech,Mexico,América,Laura Adams,Pet Supplies,Saturday,November,Q4,2nd sem.
857.51,2003-11-15,Air Purifier,Tech Trends,Nigeria,África,Joseph Taylor,Home Appliances,Saturday,November,Q4,2nd sem.
801.02,2003-11-15,Sunglasses,Pioneer Tech,India,Asia,William Wilson,Fashion Accessories,Saturday,November,Q4,2nd sem.
529.76,2003-11-15,Yoga Mat,NextGen Innovators,India,Asia,William Wilson,Fitness Equipment,Saturday,November,Q4,2nd sem.
605.08,2003-11-15,Robot Vacuum,SysTech Ltd.,South Africa,África,John Smith,Home Appliances,Saturday,November,Q4,2nd sem.
160.97,2003-11-16,Biography Book,Pinnacle Tech,Spain,Europa,Joseph Taylor,Books,Sunday,November,Q4,2nd sem.
749.09,2003-11-16,Gaming Console,NextGen Innovators,Kenya,África,Patricia Brown,Video Games,Sunday,November,Q4,2nd sem.
210.37,2003-11-16,Streaming Media Player,Global Corp,Kenya,África,Laura Adams,Home Electronics,Sunday,November,Q4,2nd sem.
994.47,2003-11-16,USB Keyboard,Pinnacle Tech,Kenya,África,Sarah Moore,Computer Accessories,Sunday,November,Q4,2nd sem.
571.12,2003-11-16,Camping Tent,Infinity Solutions,South Korea,Asia,Sandra Anderson,Outdoor Gear,Sunday,November,Q4,2nd sem.
813.38,2003-11-16,Hiking Boots,Pinnacle Tech,France,Europa,Joseph Taylor,Outdoor Gear,Sunday,November,Q4,2nd sem.
51.71,2003-11-16,Wristwatch,Pinnacle Tech,South Korea,Asia,John Smith,Fashion Accessories,Sunday,November,Q4,2nd sem.
242.6,2003-11-16,Wristwatch,Global Corp,South Africa,África,Joseph Taylor,Fashion Accessories,Sunday,November,Q4,2nd sem.
778.14,2003-11-16,Sculpture,Tech Trends,India,Asia,Linda Miller,Art,Sunday,November,Q4,2nd sem.
886.82,2003-11-16,Landscape Painting,NextGen Innovators,Kenya,África,Linda Miller,Art,Sunday,November,Q4,2nd sem.
135.69,2003-11-16,Tablet Alpha,Future Gadgets,Canada,América,Sandra Anderson,Mobile Devices,Sunday,November,Q4,2nd sem.
17.85,2003-11-16,Leather Office Chair,NextGen Innovators,France,Europa,Robert Johnson,Office Furniture,Sunday,November,Q4,2nd sem.
87.37,2003-11-16,Smart Watch,Ultra Tech,South Africa,África,Sandra Anderson,Wearables,Sunday,November,Q4,2nd sem.
267.56,2003-11-16,Acoustic Piano,Tech Trends,India,Asia,John Smith,Musical Instruments,Sunday,November,Q4,2nd sem.
835.54,2003-11-17,USB Keyboard,Gadget Galaxy,India,Asia,Patricia Brown,Computer Accessories,Monday,November,Q4,2nd sem.
906.27,2003-11-17,Gaming Console,Innovate Unlimited,USA,América,William Wilson,Video Games,Monday,November,Q4,2nd sem.
750.57,2003-11-17,Noise Cancelling Headphones,Global Corp,Spain,Europa,Patricia Brown,Audio Equipment,Monday,November,Q4,2nd sem.
690.79,2003-11-17,Gaming Console,Reboot IT,Kenya,África,Sarah Moore,Video Games,Monday,November,Q4,2nd sem.
887.56,2003-11-18,USB Keyboard,Gadget Galaxy,Italy,Europa,Sarah Moore,Computer Accessories,Tuesday,November,Q4,2nd sem.
922.65,2003-11-18,Cat Litter Box,Tech Pioneers,Germany,Europa,Joseph Taylor,Pet Supplies,Tuesday,November,Q4,2nd sem.
521.38,2003-11-18,Hiking Boots,Innovate Unlimited,Germany,Europa,William Wilson,Outdoor Gear,Tuesday,November,Q4,2nd sem.
685.84,2003-11-18,Pet Bed,NextGen Innovators,China,Asia,Linda Miller,Pet Supplies,Tuesday,November,Q4,2nd sem.
469,2003-11-18,Smart Watch,Ultra Tech,USA,América,Sandra Anderson,Wearables,Tuesday,November,Q4,2nd sem.
364.97,2003-11-18,Robot Vacuum,Innovate Unlimited,Nigeria,África,Sarah Moore,Home Appliances,Tuesday,November,Q4,2nd sem.
51.59,2003-11-19,Bluetooth Speaker,Innovate Unlimited,Kenya,África,Linda Miller,Audio Equipment,Wednesday,November,Q4,2nd sem.
455.37,2003-11-19,4K Television,Elite Tech,Japan,Asia,Patricia Brown,Home Electronics,Wednesday,November,Q4,2nd sem.
636.32,2003-11-19,Notebook Professional,SysTech Ltd.,India,Asia,Linda Miller,Computers,Wednesday,November,Q4,2nd sem.
142.01,2003-11-19,Pet Bed,Pioneer Tech,Spain,Europa,Robert Johnson,Pet Supplies,Wednesday,November,Q4,2nd sem.
606.97,2003-11-19,Robot Vacuum,NextGen Innovators,Mexico,América,Michael Davis,Home Appliances,Wednesday,November,Q4,2nd sem.
551.52,2003-11-19,Camping Tent,Pioneer Tech,Mexico,América,Linda Miller,Outdoor Gear,Wednesday,November,Q4,2nd sem.
405.21,2003-11-20,Notebook Basic,Nebula Innovations,Brazil,América,John Smith,Computers,Thursday,November,Q4,2nd sem.
237.06,2003-11-20,Smartphone Beta,Nebula Innovations,South Korea,Asia,Robert Johnson,Mobile Devices,Thursday,November,Q4,2nd sem.
284.41,2003-11-21,Espresso Machine,NextGen Innovators,Italy,Europa,Sandra Anderson,Kitchen Appliances,Friday,November,Q4,2nd sem.
981.2,2003-11-21,LED Desk Lamp,SysTech Ltd.,Canada,América,William Wilson,Lighting,Friday,November,Q4,2nd sem.
42.42,2003-11-22,Acoustic Piano,SysTech Ltd.,Kenya,África,William Wilson,Musical Instruments,Saturday,November,Q4,2nd sem.
659.86,2003-11-22,Fitness Tracker,Innovate Unlimited,Nigeria,África,Linda Miller,Wearables,Saturday,November,Q4,2nd sem.
797.55,2003-11-22,Smart Watch,Reboot IT,Italy,Europa,Sandra Anderson,Wearables,Saturday,November,Q4,2nd sem.
64.01,2003-11-22,Tablet Alpha,Reboot IT,Japan,Asia,John Smith,Mobile Devices,Saturday,November,Q4,2nd sem.
686.12,2003-11-22,Noise Cancelling Headphones,Pinnacle Tech,South Africa,África,Joseph Taylor,Audio Equipment,Saturday,November,Q4,2nd sem.
931.81,2003-11-23,Tablet Beta,Gadget Galaxy,France,Europa,Sarah Moore,Mobile Devices,Sunday,November,Q4,2nd sem.
631.66,2003-11-23,Wristwatch,Ultra Tech,Nigeria,África,Patricia Brown,Fashion Accessories,Sunday,November,Q4,2nd sem.
176.47,2003-11-23,Microwave Oven,Tech Pioneers,Brazil,América,John Smith,Kitchen Appliances,Sunday,November,Q4,2nd sem.
137.87,2003-11-23,Desktop Alpha,Elite Tech,Germany,Europa,Laura Adams,Computers,Sunday,November,Q4,2nd sem.
527.37,2003-11-23,Tablet Beta,Global Corp,Egypt,África,Sarah Moore,Mobile Devices,Sunday,November,Q4,2nd sem.
528.39,2003-11-23,External Hard Drive,Ultra Tech,USA,América,Joseph Taylor,Storage Devices,Sunday,November,Q4,2nd sem.
240.11,2003-11-23,Monitor HD,Future Gadgets,South Africa,África,William Wilson,Monitors,Sunday,November,Q4,2nd sem.
